Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e98efb7ad5d1459bcb54de080c23ca67f4181f8373973212613144f629bf2164,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
cd07d18b9c5676c44cc79b5bbec2749dc3e0df5b3191c5ebdb09426b5c89fe3c,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
cafd48cb7f37e1147cd03243ae2037172da50fd81a0169f90faf4093517104d4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
aa83d215b1dbd8b7f65714e724653d8f8a992652a21ecf2f2a2cf945a0fd5744,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
65e5c8f2ac0682c0d1bd7f238588dddaa01bbab56c0b975134b232b6b1ea1831,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
95d8ad642f13c58c605bca09b27a4d9e4b78d605d5c8d740a25866a01e99df24,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
a164afea318d4af345eebd193eff6949d42e3f20051bc30ba39ff003c1faa357,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
396555ff20733cd1469d5405bb127175c3b7f37544ce498ee7314723c1b024a6,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
b8679910f3c717ba995b1b88d77781488ead81bf3ef2b30b1148a5b38262a7f9,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
be4f4eff44649f5e3db17e3f581e00267f9e09dec2530f3985ded8c14fde4016,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
1f07b7fd7c9c1b9f133deb232f5a96240c850bc29cfee0c8df1c0427a8ea6fbd,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
95f98d39f7332f60fac99b9e45411d56d14a72154ec07d189f2da880aa896eef,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
4e188f4daafd76bdcac3d0e1e65ce64df86502cafd7a5ce6a77a8d20c512f076,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
8c27aef35a5244b31251138e94b2a26e209390c5e21fd7f3e8e8efdbf46edec4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
e4419ea07ac12c9639165b89b8c17473d73bc9cea5a0ccd2eb1db116440a51a3,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
7828e1c71d56cac4d4a9bb6fad8a2cd44094cc40f7d4bc35c8f202f959c28711,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
6a003bdbf7cdf229816f9301d3f03935a0b2544cf8c1f1bf5bc0f3fbf429e636,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
413875e54d47b4d9dbe42864d2e67ba18b534386f1a28ac4671dcb8f3b35a40f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
0fc9069be945007fb5487fda6411de6db1b275db1657cc96f3121c8785735765,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
201c7b65303311a469b977935d1977db828eecb9ced39b6b3931a6c4a7fbf57a,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
68412e383786bb86b366ccc6ab1613e82f49f253fdfc2ab79740f96dce8504e4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged
05b73024fc7211a9be586221c98325046ec427b0790b28854bf803f795ef3697,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Offender given a caution
0672e64f9487e45bd1b7232b5fbe5bacaec8b24b16b91ee7ee8687417f55967f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Offender given a caution
29a6025dd5e45dc4e2c0704a8adad2ee31b4445bf1e74f51d592dadf4e3d9a0e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Suspect charged as part of another case
ae9101ded4be2a9dbe8f3e3fd593eb94d247bd9cd819bb76f144277e77bcea10,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Local resolution
10dbad4a0b82fe562a4e42dd487894e10ddcfe3384d84988fa2654d3b6b89529,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Local resolution
78d9300558a92ed4f42b06b49475200fc628c949245b32dcdac87696ac293c19,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Local resolution
5b23f3c53c39c195647272ce6efc421fa0b56d8c86c4c6240341d02ba64635f3,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Local resolution
6b84dbfec97a8c556dde8aafa0045e1d587b86a812abbb64c8a6a5a36c51287e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Formal action is not in the public interest
10e36b31baaa237b6766748a4e1d1f9bc06f38438cfcfde6eef9236c2817283d,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
60e61e81f8d962a6bfe2b2d7b54b088c44f9e5dc5017ee2e60d6ee411d5f6e71,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
89770f80f11d40dd16dd3b8225a996014187d2d6aaecf174d387ba9f7c7e60a7,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
344d1a881a807aa9d26ed75271dbfa6deb97569428583f4e37a3bab3d8937868,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
3df887c7daad1366bb1d0f8f26a65bf9a81706840f419411ad355759cd130b16,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
a79ba212a54ec08b217f30fd4c43f3c7b29859ca37e71d3646ae063e67a74b24,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
c3b1ace77651e4bb39a37af26a99a79acfcf2ee1adedea8301b81d055da5d349,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
4a9fde3e628f32c7f7056f849f67203381b0e9e21b6f05c9f1dab404a4a2c19f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
e04d1f1e73430d6e5dec73d7ffccaeaa8704b21f133090d3a258d3d1affb033c,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
05b73024fc7211a9be586221c98325046ec427b0790b28854bf803f795ef3697,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
1c6efb4b65ce85057c5c919d417e73ce77de4a2fad1bca901f5ce652eb558646,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
40974f2fc61fb153aeb5933cefb4241e109555aa1da96e0cb73cb9436f05213b,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
dfcbfb11b972ad0b99dccaa83770430b6c2cb431fef990b51d7a8a125368fde8,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
bcc3aab3deb96fdc10646465fec697f0b5c85cd76694b990cb39d1f6d02801bc,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
14bda004da60608ca81497294e1b8f04ec1743616bac37f6cab449a6839d7d0f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
6afc6c8e0f4cdbef62c29674fda11ba58ad80fba7d60dccf2a01a4d841878caf,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
ad695f8cc9dac6bf533bdf741a1ca5e0012b21d9377a840a55cb87f6dec680a3,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
b9cfc9f761cd7f8777f9ff523e7fcc41deead5441cb099e170e13776bdbaa083,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
ae4e6b613c931fe795569740a71362cbe7e29df7abac7f8aa8c307dc61c9ecb4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
d2a67677a20927d9cadcf3535d013aa92edb27e00ec72b8b4a785c146a35ad8c,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
35ccfb5be52bc0a9c657aa5a69df8fd4c05ddc9f8e3a70fe70f8b974af3872d0,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
a15b79ecae3e5356f98a6199c2037f39579127c381b2d04801469a3d01fe0c49,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
0668645dd40b9d7fe05e8eb9cafa94b4c3882a010447962b44679ca1972c326e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
cadb53ee98c3ed3c76c6dec8409324b77a82af27daf64a887ad4b4e60393ba2e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
96c9f0f38c6a222bf0043f2cc81a515b201e5cf138bc5f5a2e632197e9d386c1,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
a03f228f33a09e9c3a48cd7cf982c36da7671ef3f0fde51a3c35d8a8db931ca6,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
ea196530d3af89515ac864599af3f002253720bdccc17b0a76a08ea64b93b8d2,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
6d114a39c7221e3bc5f420eb4c614de1591d89caf3ce8d95dc4bdff7ae695cab,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
1ad619c4303a94637a9a90806771e34630d2529f55a49f90b751969edb400f6e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
e327e557ab41d1bc28b8a891b84036bd7d87a017f1388f7240536b2f1f0536a1,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
3901707bf3bc7a5f71b8279ed1bc094305cf3a9293c0968f57af75a605bf4c6f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
41f8585a90702701cec64887a5dbd7fda338930f7af976147e3745631ef5989b,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
84488d3d652bc9e3b8145a5786a87a61da2c90c6374deea7fcd8a6d63768a5d4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
3cc21a37c0e1a7ef3677963fe32e789447f9b0e075b1cf46e0041731e0ea2227,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
06b6827807427adc94f39aec3433491e5c9de0ba5ca212e02a79dfb1b9d25734,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
7951763ecae4fc3fba452b7ebbbe849c8794b0fa3d5e900ad25adaea3248c991,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
e039a76a2b396842873f03fbd72cc7165a0fe08d1fb45c1f046cc092b50aad9e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
dbd316083a857a07cd6c27a571d82bd394df367a66a9446ede33610a5610df8d,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
733eb5bc0299081dddc017ecded39e2ab0e883434d6fd519549a9b11440b3eea,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Unable to prosecute suspect
05b352c46a66b2ab1d463975cbe5eba7350632b834ee21a3d967aba3648d5db8,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
76b8ef456fa60a4daa4e5c9e50f384e7c3e39c81277116fe25fcc85dea8e8493,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
0593b6cd7ef1a554998e4c4fea7739292c4dde5338b9fcd9c319e3d436e18d5c,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
cb6db29b692e675663a3475cb61850532d7e93e2218b0700cea24720940dbe34,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
581da0f96ecc0d4d810e7f36de2e12389d7e41929b31ccbfbb0dc98217ecb147,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
d58845c812fdac66d74b2d2ad106aece46b2aace7bd01ebf5d6432153fa1fefc,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
48202e945edc7a8b3c246a2794cc569c754c1492cddd9ad9c3e9f39bd84ba1ec,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
442d82c14e8927b4ced295963d37a6e2aa0df8d11ffd43f2645fad438cd19391,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
5ab17cec7dd7e30d5083f4f3976bf91b6698e1a8fe081291d1fce332d85b6e97,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
ee1800c826f66996ebdace16b003b90e38d65a59e08119f275da6285f7470293,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
bc654db19d026db1273cd3d47e8717eaca151430aa45be0170f4d14b0987d55e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
1ee4a72109c06dee3134b2a20394653aa0d0125589055d885038afa428bed8e6,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
00dfb7892e63aac2e4c9a54900bd250968404262d486b44bb83b483eb96405e4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
4b2a7d7af4c4fb80df536e3d1267bb99e24e18323d7a0adda88e33661f5a1f78,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
98dc1a91ea70f4f63b4caad7502427e5557dffe30aa68d2f9358ff85f9e0769b,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
fc0d6d795f40e23c203c1278ef07fb1e73a3e9cea73fe93ed4e4292536a4a1a3,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
26fc4a56f9875a14a978023626775d179cf32067df5afc5bfc6e2cf32fdb07ea,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
99c4229f4ccbe15583a3e8e1210a2c5453be1617fa30bc26ae54f877ecb37f30,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
cf511768f6cb184ae8872a58154e4286f3358e2efd1860659059eda824aaaf05,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
265a5f0fb6da5aff78faace8ab9e6dfe198a4c6c3a6f9b2baa88c6aeec7860a4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
a5795b23774740470425b945849a463adca88231d0200edb06132dfd31bcd7a7,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
ce4e7a74b1fddeb0c2b14b456f248677cac50e8ed88cd77491e90fc75adbd933,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
4648651b1ad7034b37f6ccd2780ed442d3fb7b0f5e738140ac5c7708b0256647,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
deeb575a027cf1680e1080fc94d02ad536c04f2b00d521b9d2e710f74e454c56,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
1bb62d6987ac4087356e2cabe65a77ab45817c528277b87f04ac15e69da7d20f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
c12b788094bab3b249d34109292fcdec93171c9747218d4693e589fd9116be9d,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
59ec09439d7432efcef359f1b9b567393fc2ce6e606a9e456a66cba0f5819ab0,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
1b5aff64d4d86e61208df38c84976133301cf2eb6d92de619e2d4ec89ab80beb,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
cee9d33a9badeb7ae3b47f1b02bd44ad34a4b0e6a4f5bec52459fd7cf7a5caab,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
ec84e29b61d78cb9d59be61bb29a6a71c6be1585d99c9093b039e40ec6ccab41,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
426a6e673fdbe3f4cf4ec125d7c3ce234b075eb378cda031d0e67ac4bfe76a25,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
38dc441529ff512d8b186c64a32bf714bd69d54963187de5b4d5ee9b5d70d047,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
05d42954fca0bf21b3086d359fcb1588a584ed7f46bc5f3a40bcd78e664302c4,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
a8c9989b7fbc91d179c491484b902b7b0d51c49b32ab4f883915913244b64c45,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
1707f20b4a47cca996bf105107467d9f3fc2fe8ccdb610359eb6e3003857ac8e,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
07642c69e81e1188811af77c64044e932315b38847e4d48c830228d46ec39a29,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
3e0e43a361154843dc2380544021996f0d145091c5f4a4107914beeedb21a928,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
745f0c08ad755dc152cfbec44eb2edcebb66002c31a42816771e24785f3bf2ae,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Investigation complete; no suspect identified
6196046a74d35be1c47f508cbdf01edf9d093757fd4849c1c3699f1a9e460f07,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
c5f4d197d2aba8a3e62d85d961a2e9dd306a6c47976dc81e9b11cbaeae44f3ef,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
730bcaf0e2e541f95cdf02901b8b4ecf1a93c5aa3a23d792ba11147b9666b6bf,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
718543f6098f2dd8c132371d3061f615089b7bb2eff51cb229b478e586886b48,2016-03,Staffordshire Police,Staffordshire Police,-2.090187,52.810201,On or near LONGHURST DRIVE,E01029724,Stafford 011D,Unable to prosecute suspect
2eb1ed7e23f31e7e7f113f1973ba40556e55e497ceb6cfcb0afc031fbeb824cf,2016-03,Staffordshire Police,Staffordshire Police,-2.200801,53.051247,On or near EVANS STREET,E01014252,Stoke-on-Trent 009D,Action to be taken by another organisation
e6ef82c4dab994ca84ba26989c3e67daaaa38c3a4d12667d5700ba44b1ac5de1,2016-03,Staffordshire Police,Staffordshire Police,-2.200429,52.987281,On or near HIGHGROVE ROAD,E01014343,Stoke-on-Trent 023D,Action to be taken by another organisation
81a5366d0b7d265f1e15ed39afb0c62fc745a45b74d5fd5e062a685c5c41f3b1,2016-03,Staffordshire Police,Staffordshire Police,-2.287360,53.018196,On or near BATH ROAD,E01029593,Newcastle-under-Lyme 012B,Action to be taken by another organisation
336a8e5905b194eec979f8a963a698353fef7ced0e03a5fe86d2e53d23db9e49,2016-03,Staffordshire Police,Staffordshire Police,-2.087445,52.973296,On or near UTTOXETER ROAD,E01029702,Stafford 001A,Action to be taken by another organisation
65a9aff7c7f3c892518abcd73f553b0604221da72aae2842f760f188ac8a9c0c,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
2c798e13c1da014564106f193f0111e885281ccf8ea5ef14ba209a4a16e5277f,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
64514637b0a948b98e157f9e2a4d269fe102542fbfac2d17d1b24b815ba4c140,2016-03,Staffordshire Police,Staffordshire Police,-1.655528,52.817170,On or near Hospital,E01029435,East Staffordshire 007B,Action to be taken by another organisation
da5949f2644a0d8dc4ec75e07c264083116f3ea59d990b44e88c64ee09348b5d,2016-03,Staffordshire Police,Staffordshire Police,-1.613207,52.790791,On or near GENISTA CLOSE,E01029419,East Staffordshire 012B,Action to be taken by another organisation
7aaf5e374e8df0e711ba312b09a176d75834ff395980ed55f7c0cdc6087f8542,2016-03,Staffordshire Police,Staffordshire Police,-2.011724,52.709516,On or near WYVERN GROVE,E01029384,Cannock Chase 005A,Action to be taken by another organisation
11ccd8101885ada4ffdcfdd54f7d0d4fe980b29c30c52a82dd52ed3c0da55191,2016-03,Staffordshire Police,Staffordshire Police,-1.647767,52.844826,On or near Sports/Recreation Area,E01029444,East Staffordshire 004B,Action to be taken by another organisation
346861ba05b48ac2ee439dffc4449ade9556a5e9035cb1315537537dd8ed8e29,2016-03,Staffordshire Police,Staffordshire Police,-1.832423,52.697613,On or near GILES ROAD,E01029500,Lichfield 005D,Action to be taken by another organisation
8b1a8ca4ab61cba22086a22ca6427ea73b4a4a2d846627f6f13bb1190f9d4eb3,2016-03,Staffordshire Police,Staffordshire Police,-1.776513,52.869724,On or near Park/Open Space,E01029425,East Staffordshire 006D,Action to be taken by another organisation
933e92ce7335cc319b25cd6efb73eaf58c50e2a0d5868fd6a9c750bfde0c4427,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
933e92ce7335cc319b25cd6efb73eaf58c50e2a0d5868fd6a9c750bfde0c4427,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
fa5bde5d8c7803daa007f25876ca24db449eec9aa38689b554c49ab68822cfc9,2016-03,Staffordshire Police,Staffordshire Police,-2.022072,52.713056,On or near GRAY ROAD,E01029384,Cannock Chase 005A,Action to be taken by another organisation
581629fbadcecbf33b30a3c4ee0cae61a821bcfb70bb903f9aebf0ecd1e9b141,2016-03,Staffordshire Police,Staffordshire Police,-2.133397,52.779398,On or near RIDGEWAY CLOSE,E01029742,Stafford 012E,Action to be taken by another organisation
16d5d8d092c3923d8c13b107f9f9ecc5a4feab59ae406c172021f1ec9d0da1d8,2016-03,Staffordshire Police,Staffordshire Police,-2.197367,52.628741,On or near THE WHEEL COURT,E01029627,South Staffordshire 008D,Action to be taken by another organisation
bf7528ef84314a3aa27904fd424f81cee57247cf06e491b88c16052f2d7deb8b,2016-03,Staffordshire Police,Staffordshire Police,-2.001156,52.715045,On or near BROMLEY CLOSE,E01029388,Cannock Chase 004C,Action to be taken by another organisation
56c838c29cd73bd7645e10edfdd1ee285fdedd7b7633c80854d081945d1eab63,2016-03,Staffordshire Police,Staffordshire Police,-2.141107,52.811715,On or near WALLAND GROVE,E01029750,Stafford 007D,Action to be taken by another organisation
bb226b637c1e5359f02c4d0c03511852f0597a38a4170465cfdff569285e769a,2016-03,Staffordshire Police,Staffordshire Police,-1.659395,52.787525,On or near BURTON ROAD,E01029416,East Staffordshire 013D,Action to be taken by another organisation
5fff617a13ed19849093d3b277dae12b4f3eaade1d64dc44cc613215fb5c6b77,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
e504ec147b8848b555858e2ce30fe82eda52fd2bbe572add929c9e36644628a0,2016-03,Staffordshire Police,Staffordshire Police,-1.808390,52.688030,On or near DARNFORD VIEW,E01029524,Lichfield 005F,Action to be taken by another organisation
6f98a4e0bb748a67a455e12cd4b91055c9413afe4ee56b9ff3aeb2263ce32bd9,2016-03,Staffordshire Police,Staffordshire Police,-1.983649,52.701281,On or near FOXTAIL WAY,E01029392,Cannock Chase 009E,Action to be taken by another organisation
9360d13942a132623b1a3b53d976d77a22d7f2d2ab6f91609f4d9a9bbc73a566,2016-03,Staffordshire Police,Staffordshire Police,-1.983649,52.701281,On or near FOXTAIL WAY,E01029392,Cannock Chase 009E,Action to be taken by another organisation
077ffd939dda76b11e0e40e0296bd8e850624bf3085832583bba706c4a3a0b5b,2016-03,Staffordshire Police,Staffordshire Police,-1.983649,52.701281,On or near FOXTAIL WAY,E01029392,Cannock Chase 009E,Action to be taken by another organisation
5e1d9f8d1e86c3c57afe91890124f28cc3992f32c4d1c100f180d1d84f316a10,2016-03,Staffordshire Police,Staffordshire Police,-1.928274,52.673905,On or near PINE GROVE,E01029496,Lichfield 010A,Action to be taken by another organisation
5d14ab558eeb2ea1eda46715d10738bb850b1df3e63f941f5e610f7b171d7e54,2016-03,Staffordshire Police,Staffordshire Police,,,No location,,,Action to be taken by another organisation
e6b9295cff949a949a424914c641e13582db00e27081b42f32b6482015169fae,2016-03,Staffordshire Police,Staffordshire Police,-2.121894,52.817031,On or near LIMETREE AVENUE,E01029691,Stafford 010B,Action to be taken by another organisation
d55caa244e1cb740af0afbe1cdfb24488d8c14662cdaa59dbe467d01d4014aa0,2016-03,Staffordshire Police,Staffordshire Police,-2.116405,52.817055,On or near PEEL TERRACE,E01029689,Stafford 010A,Action to be taken by another organisation
e6797571a5ba182b78abdc8b7c43e819b926a3026deb59002356b0ed3e678299,2016-03,Staffordshire Police,Staffordshire Police,-1.928684,52.676099,On or near BEECH CRESCENT,E01029496,Lichfield 010A,Action to be taken by another organisation
e6797571a5ba182b78abdc8b7c43e819b926a3026deb59002356b0ed3e678299,2016-03,Staffordshire Police,Staffordshire Police,-1.928684,52.676099,On or near BEECH CRESCENT,E01029496,Lichfield 010A,Action to be taken by another organisation
8667aded3e83e2bd3eee7f002eed36ead3a3cf154914fec5fa3170102b14b694,2016-03,Staffordshire Police,Staffordshire Police,-1.941039,52.683774,On or near GRIFFIN CLOSE,E01029494,Lichfield 006C,Action to be taken by another organisation
